Table 1
Id,name,ThumbnailImage,species_id,type,generation_id,type__001,type__002,description,generation
486,Regigigas,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/486.png,486,normal,4,normal,,"There is an enduring legend that states this
Pokémon towed continents with ropes.",4
487,Giratina,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/487.png,487,"ghost,dragon",4,ghost,dragon,"It was banished for its violence. It silently gazed
upon the old world from the Distortion World.",4
488,Cresselia,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/488.png,488,psychic,4,psychic,,"Those who sleep holding Cresselia’s feather are
assured of joyful dreams. It is said to represent
the crescent moon.",4
489,Phione,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/489.png,489,water,4,water,,"It drifts in warm seas. It always returns to where it
was born, no matter how far it may have drifted.",4
490,Manaphy,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/490.png,490,water,4,water,,"It starts its life with a wondrous power that permits
it to bond with any kind of Pokémon.",4
491,Darkrai,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/491.png,491,dark,4,dark,,"It can lull people to sleep and make them dream.
It is active during nights of the new moon.",4
492,Shaymin,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/492.png,492,grass,4,grass,flying,"The blooming of Gracidea flowers confers the
power of flight upon it. Feelings of gratitude are
the message it delivers.",4
493,Arceus,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,493,normal,4,dragon,,"It is told in mythology that this Pokémon was born
before the universe even existed.",4
494,Victini,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/494.png,494,"psychic,fire",5,psychic,fire,"When it shares the infinite energy it creates,
that being’s entire body will be overflowing
with power.",5
495,Snivy,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/495.png,495,grass,5,grass,,"They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop.",5
496,Servine,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/496.png,496,grass,5,grass,,"When it gets dirty, its leaves can’t be used in
photosynthesis, so it always keeps itself clean.",5
497,Serperior,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/497.png,497,grass,5,grass,,"It can stop its opponents’ movements with just a
glare. It takes in solar energy and boosts
it internally.",5
498,Tepig,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/498.png,498,fire,5,fire,,"It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp.",5
499,Pignite,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/499.png,499,"fire,fighting",5,fire,fighting,"When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke.",5
500,Emboar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/500.png,500,"fire,fighting",5,fire,fighting,"It has mastered fast and powerful fighting moves.
It grows a beard of fire.",5
501,Oshawott,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/501.png,501,water,5,water,,"It fights using the scalchop on its stomach.
In response to an attack, it retaliates immediately
by slashing.",5
502,Dewott,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/502.png,502,water,5,water,,"As a result of strict training, each Dewott learns
different forms for using the scalchops.",5
503,Samurott,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/503.png,503,water,5,water,,"One swing of the sword incorporated in its armor
can fell an opponent. A simple glare from one of
them quiets everybody.",5
504,Patrat,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/504.png,504,normal,5,normal,,"Extremely cautious, one of them will always be on
the lookout, but it won’t notice a foe coming
from behind.",5
505,Watchog,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/505.png,505,normal,5,normal,,"When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches.",5
506,Lillipup,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/506.png,506,normal,5,normal,,"Though it is a very brave Pokémon, it’s also smart
enough to check its foe’s strength and avoid battle.",5
507,Herdier,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/507.png,507,normal,5,normal,,"It has black, cape-like fur that is very hard and
decreases the amount of damage it receives.",5
508,Stoutland,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/508.png,508,normal,5,normal,,"Being wrapped in its long fur is so comfortable
that a person would be fine even overnight on a
wintry mountain.",5
509,Purrloin,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/509.png,509,dark,5,dark,,"They steal from people for fun, but their victims
can’t help but forgive them. Their deceptively cute
act is perfect.",5
510,Liepard,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/510.png,510,dark,5,dark,,"Stealthily, it sneaks up on its target, striking from
behind before its victim has a chance to react.",5
511,Pansage,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/511.png,511,grass,5,grass,,"It’s good at finding berries and gathers them from
all over. It’s kind enough to share them
with friends.",5
512,Simisage,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/512.png,512,grass,5,grass,,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter.",5
513,Pansear,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/513.png,513,fire,5,fire,,"This Pokémon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit.",5
514,Simisear,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/514.png,514,fire,5,fire,,"When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets.",5
515,Panpour,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/515.png,515,water,5,water,,"The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large.",5
516,Simipour,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/516.png,516,water,5,water,,"It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail.",5
517,Munna,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/517.png,517,psychic,5,psychic,,"It eats the dreams of people and Pokémon. When it
eats a pleasant dream, it expels pink-colored mist.",5
518,Musharna,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/518.png,518,psychic,5,psychic,,"The dream mist coming from its forehead changes
into many different colors depending on the dream
that was eaten.",5
519,Pidove,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/519.png,519,"normal,flying",5,normal,flying,"These Pokémon live in cities. They are accustomed
to people. Flocks often gather in parks and plazas.",5
520,Tranquill,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/520.png,520,"normal,flying",5,normal,flying,"No matter where in the world it goes, it knows
where its nest is, so it never gets separated from
its Trainer.",5
521,Unfezant,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/521.png,521,"normal,flying",5,normal,flying,"Males have plumage on their heads. They will never
let themselves feel close to anyone other than
their Trainers.",5
522,Blitzle,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/522.png,522,electric,5,electric,,"Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate.",5
523,Zebstrika,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/523.png,523,electric,5,electric,,"They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates.",5
524,Roggenrola,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/524.png,524,rock,5,rock,,"They were discovered a hundred years ago in an
earthquake fissure. Inside each one is an
energy core.",5
525,Boldore,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/525.png,525,rock,5,rock,,"When it is healthy, its core sticks out. Always facing
the same way, it swiftly moves front to back and left
to right.",5
526,Gigalith,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/526.png,526,rock,5,rock,,"Compressing the energy from its internal core
lets it fire off an attack capable of blowing away
a mountain.",5
527,Woobat,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/527.png,527,"psychic,flying",5,psychic,flying,"The heart-shaped mark left on a body after a
Woobat has been attached to it is said to bring
good fortune.",5
528,Swoobat,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/528.png,528,"psychic,flying",5,psychic,flying,"Anyone who comes into contact with the ultrasonic
waves emitted by a courting male experiences a
positive mood shift.",5
529,Drilbur,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/529.png,529,ground,5,ground,,"By spinning its body, it can dig straight through the
ground at a speed of 30 mph.",5
530,Excadrill,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/530.png,530,"ground,steel",5,ground,steel,"More than 300 feet below the surface, they build
mazelike nests. Their activity can be destructive to
subway tunnels.",5
531,Audino,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/531.png,531,normal,5,normal,fairy,"It touches others with the feelers on its ears, using
the sound of their heartbeats to tell how they
are feeling.",5
532,Timburr,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/532.png,532,fighting,5,fighting,,"Always carrying squared logs, they help out with
construction. As they grow, they carry bigger logs.",5
533,Gurdurr,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/533.png,533,fighting,5,fighting,,"This Pokémon is so muscular and strongly built that
even a group of wrestlers could not make it budge
an inch.",5
534,Conkeldurr,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/534.png,534,fighting,5,fighting,,"Rather than rely on force, they master moves that
utilize the centrifugal force of spinning concrete.",5
535,Tympole,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/535.png,535,water,5,water,,"By vibrating its cheeks, it emits sound waves
imperceptible to humans. It uses the rhythm of
these sounds to talk.",5
536,Palpitoad,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/536.png,536,"water,ground",5,water,ground,"It lives in the water and on land. It uses its long,
sticky tongue to immobilize its opponents.",5
537,Seismitoad,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/537.png,537,"water,ground",5,water,ground,"They shoot paralyzing liquid from their head bumps.
They use vibration to hurt their opponents.",5
538,Throh,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/538.png,538,fighting,5,fighting,,"When it encounters a foe bigger than itself, it wants
to throw it. It changes belts as it gets stronger.",5
539,Sawk,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/539.png,539,fighting,5,fighting,,"Tying their belts gets them pumped and makes their
punches more destructive. Disturbing their training
angers them.",5
540,Sewaddle,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/540.png,540,"bug,grass",5,bug,grass,"Since this Pokémon makes its own clothes out of
leaves, it is a popular mascot for fashion designers.",5
541,Swadloon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/541.png,541,"bug,grass",5,bug,grass,"It protects itself from the cold by wrapping up in
leaves. It stays on the move, eating leaves
in forests.",5
542,Leavanny,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/542.png,542,"bug,grass",5,bug,grass,"It keeps its eggs warm with heat from fermenting
leaves. It also uses leaves to make warm wrappings
for Sewaddle.",5
543,Venipede,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/543.png,543,"bug,poison",5,bug,poison,"Its bite injects a potent poison, enough to paralyze
large bird Pokémon that try to prey on it.",5
544,Whirlipede,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/544.png,544,"bug,poison",5,bug,poison,"It is usually motionless, but when attacked,
it rotates at high speed and then crashes into
its opponent.",5
545,Scolipede,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/545.png,545,"bug,poison",5,bug,poison,"With quick movements, it chases down its foes,
attacking relentlessly with its horns until it prevails.",5
546,Cottonee,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/546.png,546,"grass,fairy",5,grass,fairy,"Perhaps because they feel more at ease in a group,
they stick to others they find. They end up looking
like a cloud.",5
547,Whimsicott,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/547.png,547,"grass,fairy",5,grass,fairy,"Like the wind, it can slip through any gap,
no matter how small. It leaves balls of white
fluff behind.",5
